user_id,seq_d1,seq_d2,domain_id,also_view,also_view_d1,also_view_d2
78584,[],"[5847, 4028, 35951, 37429, 25382, 15802]",1,[],[],[]
9314,"[35386, 31027, 35644, 26995, 17015]",[],0,"[33701, 7045, 26204, 4054, 31474, 28886, 6866, 3116, 10561]","[33701, 7045, 26204, 4054, 31474, 28886, 6866, 3116, 10561]",[]
54299,[],"[7294, 16330, 28538, 13938, 26122, 10811]",1,"[27227, 5180, 22443, 28301, 16187, 35413, 16504, 3266, 26093, 34457, 12359, 6955, 11305, 21153, 8414, 6130, 801, 21376, 6273, 12337, 5403, 282, 13532, 13613, 30707, 37062, 31138, 36406, 26019, 34930, 17121, 19254, 28470, 34615, 19143, 19911, 23051, 10948, 30402, 37286, 12421, 27255, 27393, 34703, 10439]",[],"[27227, 5180, 22443, 28301, 16187, 35413, 16504, 3266, 26093, 34457, 12359, 6955, 11305, 21153, 8414, 6130, 801, 21376, 6273, 12337, 5403, 282, 13532, 13613, 30707, 37062, 31138, 36406, 26019, 34930, 17121, 19254, 28470, 34615, 19143, 19911, 23051, 10948, 30402, 37286, 12421, 27255, 27393, 34703, 10439]"
56848,[],"[2636, 9500, 22679, 2983, 27333]",1,"[29448, 4025, 11391, 26923, 14595, 1146, 26717, 13001, 10650, 31178, 26281, 15503, 8694, 5909, 551, 36648, 20958, 19061, 11333, 37346, 17094, 9584, 5092, 20589, 20365, 63, 4174, 11039, 5308, 16282, 25485, 10565, 32467, 33224, 1398, 13101, 4280]",[],"[29448, 4025, 11391, 26923, 14595, 1146, 26717, 13001, 10650, 31178, 26281, 15503, 8694, 5909, 551, 36648, 20958, 19061, 11333, 37346, 17094, 9584, 5092, 20589, 20365, 63, 4174, 11039, 5308, 16282, 25485, 10565, 32467, 33224, 1398, 13101, 4280]"
61547,[],"[1016, 10207, 6796, 32946, 9090]",1,"[27341, 9684, 34548, 24851, 1493, 26855, 20894, 17748, 27857, 29955, 2653, 17631, 23020, 27662, 24431, 24079, 34548, 23663, 26494, 9684, 24851, 34428, 7212, 1493, 17748, 95, 2653, 17631, 29815, 24431, 12091, 7461, 24556, 16928, 33582, 18173, 29693, 21528, 35262, 35230, 21591, 8397, 20470, 4656, 34013, 5162, 20143, 3589, 28718, 9162, 23170, 26494, 4588, 16915, 25088, 15720, 27600, 3268, 29361, 8176, 8098, 32346, 2454, 37112, 26033, 5228]",[],"[27341, 9684, 34548, 24851, 1493, 26855, 20894, 17748, 27857, 29955, 2653, 17631, 23020, 27662, 24431, 24079, 34548, 23663, 26494, 9684, 24851, 34428, 7212, 1493, 17748, 95, 2653, 17631, 29815, 24431, 12091, 7461, 24556, 16928, 33582, 18173, 29693, 21528, 35262, 35230, 21591, 8397, 20470, 4656, 34013, 5162, 20143, 3589, 28718, 9162, 23170, 26494, 4588, 16915, 25088, 15720, 27600, 3268, 29361, 8176, 8098, 32346, 2454, 37112, 26033, 5228]"
91915,[],"[12910, 3466, 1069, 20516]",1,[],[],[]
28555,[],"[14973, 9818, 10012, 11451, 21300, 16819, 26383, 19873]",1,"[32164, 11451, 30181, 21789, 5766, 3419, 11681, 9838, 5792, 13627, 15945, 16024, 26635, 29411]",[],"[32164, 11451, 30181, 21789, 5766, 3419, 11681, 9838, 5792, 13627, 15945, 16024, 26635, 29411]"
62317,[],"[32938, 34443, 13677, 9159]",1,[],[],[]
74478,[],"[36189, 27654, 30590, 37319]",1,[],[],[]
16438,"[36012, 10904, 31958]",[],0,[],[],[]
67664,[],"[14153, 28519, 7067, 2052, 29077]",1,"[6453, 19843, 17944, 17564, 29532, 3575, 18658, 24256, 15174, 21992, 398, 37026, 36655, 30079, 36872, 27738, 28618, 5222, 35182, 28967]",[],"[6453, 19843, 17944, 17564, 29532, 3575, 18658, 24256, 15174, 21992, 398, 37026, 36655, 30079, 36872, 27738, 28618, 5222, 35182, 28967]"
32779,[],"[3479, 28416, 240, 17917, 3110, 7139, 16781]",1,"[18012, 19371, 24477, 7582, 33941, 35150, 32228, 7149, 1531, 31830, 31275, 35045, 31314, 31673, 25907, 17043, 21638, 7350, 17247, 26792, 33433, 16115, 7835, 29507, 13773, 3787, 8531, 23414, 23453, 3202, 37535, 23460, 37288, 15270, 3841]",[],"[18012, 19371, 24477, 7582, 33941, 35150, 32228, 7149, 1531, 31830, 31275, 35045, 31314, 31673, 25907, 17043, 21638, 7350, 17247, 26792, 33433, 16115, 7835, 29507, 13773, 3787, 8531, 23414, 23453, 3202, 37535, 23460, 37288, 15270, 3841]"
73649,[],"[29470, 18877, 30397, 28973, 21293, 6192]",1,[],[],[]
59502,[],"[34828, 5621, 4196, 21561, 1136]",1,[],[],[]
43935,[],"[11607, 16364, 12815, 21983, 4204]",1,[],[],[]
45729,[],"[21753, 16565, 20638, 26082, 15599]",1,[],[],[]
31364,[],"[3725, 20970, 11376, 15214, 5938]",1,[],[],[]
40475,[],"[7988, 12081, 944, 10161, 2661, 34434, 14553, 30017]",1,"[9633, 11835, 30369, 2646, 3606, 21990]",[],"[9633, 11835, 30369, 2646, 3606, 21990]"
9570,"[9937, 35913, 12479, 28053]",[],0,[],[],[]
2934,"[26230, 17044]",[],0,[],[],[]
91237,[],"[27309, 12847, 15929, 11347, 29678]",1,[],[],[]
46255,[],"[23086, 8400, 242, 28386, 23026, 17048]",1,"[9012, 30689, 23997, 4821, 8115, 5403, 12172, 776, 1224, 9539, 10517, 32964, 30707, 27135, 34656, 34930, 11883, 19254, 1390, 28470, 12868, 20255, 8099, 34241, 10948, 27220]",[],"[9012, 30689, 23997, 4821, 8115, 5403, 12172, 776, 1224, 9539, 10517, 32964, 30707, 27135, 34656, 34930, 11883, 19254, 1390, 28470, 12868, 20255, 8099, 34241, 10948, 27220]"
38442,[],"[33227, 24385, 23158, 17474, 33772]",1,"[5275, 5581, 1209, 20382, 7554, 30544, 2599, 14565, 35957, 31933, 23985, 37559, 9345, 24990, 20758, 4742, 25883, 25413, 32544, 2890, 33419, 32266, 37646, 11944, 24360, 14382, 19709, 34717, 23291, 7961, 6248, 10884, 22521, 4579, 21497, 15923, 10592, 4430, 26865, 17818, 30106, 3942, 4045, 1878, 13237, 19211, 8837, 26218, 15184, 37462, 27903, 25882, 5640, 23143, 28920, 25378, 12839, 6204, 35902, 28441, 32195, 6311, 29486, 16779, 36922, 34828, 10506, 23245, 26976, 8358, 3336, 9638, 19319, 7261, 4663, 30758, 14933, 36582, 28209, 26951, 18641, 4406, 18644, 10671, 13675, 26265]",[],"[5275, 5581, 1209, 20382, 7554, 30544, 2599, 14565, 35957, 31933, 23985, 37559, 9345, 24990, 20758, 4742, 25883, 25413, 32544, 2890, 33419, 32266, 37646, 11944, 24360, 14382, 19709, 34717, 23291, 7961, 6248, 10884, 22521, 4579, 21497, 15923, 10592, 4430, 26865, 17818, 30106, 3942, 4045, 1878, 13237, 19211, 8837, 26218, 15184, 37462, 27903, 25882, 5640, 23143, 28920, 25378, 12839, 6204, 35902, 28441, 32195, 6311, 29486, 16779, 36922, 34828, 10506, 23245, 26976, 8358, 3336, 9638, 19319, 7261, 4663, 30758, 14933, 36582, 28209, 26951, 18641, 4406, 18644, 10671, 13675, 26265]"
52505,[],"[18727, 31143, 32782]",1,[],[],[]
83675,[],"[22282, 33013, 33435, 6399, 7230]",1,[],[],[]
1269,"[37103, 18207, 19026, 30281]",[],0,"[7050, 1836, 3247, 36412]","[7050, 1836, 3247, 36412]",[]
24826,[],"[36592, 47, 4941, 30389, 1564, 23745, 3782, 29608, 27320, 26370, 27425, 299, 30044, 12380, 34453, 13374]",1,"[1564, 9882, 33694, 13720, 10578, 11417, 14723, 18624, 26932, 21496, 35655, 14351, 33709, 27697, 27482, 19796, 397, 30921, 29170, 5016, 1236, 8572, 794, 18417, 25708, 2857, 21869, 17436, 19045, 3356, 7967, 27798, 31256, 31461, 6207, 29671, 10899, 29157, 23563, 18567, 23033, 10011, 10398, 25930, 15214, 11170, 13617, 3701, 14602, 22340, 18187, 24882, 35490, 9689, 7547, 10578, 47, 12674, 11417, 14723, 37225, 18624, 21496, 14351, 28870, 32417, 27482, 27697, 397, 14930, 30921, 29170, 5016, 34813, 21721, 1511, 18417, 34782, 4440, 2857, 9266, 7400, 8744, 14872, 35593, 8945, 33745, 25467, 6642, 17189, 26750, 33132, 24521, 28521, 7562, 31320, 4969, 13084, 28876, 23304, 20250, 17723, 1350, 2647, 23963, 17268, 17127, 15483, 19628, 8373]",[],"[1564, 9882, 33694, 13720, 10578, 11417, 14723, 18624, 26932, 21496, 35655, 14351, 33709, 27697, 27482, 19796, 397, 30921, 29170, 5016, 1236, 8572, 794, 18417, 25708, 2857, 21869, 17436, 19045, 3356, 7967, 27798, 31256, 31461, 6207, 29671, 10899, 29157, 23563, 18567, 23033, 10011, 10398, 25930, 15214, 11170, 13617, 3701, 14602, 22340, 18187, 24882, 35490, 9689, 7547, 10578, 47, 12674, 11417, 14723, 37225, 18624, 21496, 14351, 28870, 32417, 27482, 27697, 397, 14930, 30921, 29170, 5016, 34813, 21721, 1511, 18417, 34782, 4440, 2857, 9266, 7400, 8744, 14872, 35593, 8945, 33745, 25467, 6642, 17189, 26750, 33132, 24521, 28521, 7562, 31320, 4969, 13084, 28876, 23304, 20250, 17723, 1350, 2647, 23963, 17268, 17127, 15483, 19628, 8373]"
32440,[],"[11203, 25721, 33495, 15621, 30674, 20451, 18602, 29721, 4688, 18422, 35189, 16116]",1,"[6211, 22039, 16603, 14710, 8281, 32277, 27197, 23288, 27886, 10161, 37454, 5718, 25295, 17215, 32662, 26575, 16087, 5335, 23372, 37387, 14198, 35708, 5955, 14297, 17098, 28438, 25242, 32719, 18085, 8737, 8676, 29969, 8716]",[],"[6211, 22039, 16603, 14710, 8281, 32277, 27197, 23288, 27886, 10161, 37454, 5718, 25295, 17215, 32662, 26575, 16087, 5335, 23372, 37387, 14198, 35708, 5955, 14297, 17098, 28438, 25242, 32719, 18085, 8737, 8676, 29969, 8716]"
64367,[],"[9699, 16515, 25856, 31690, 13630, 36316, 12057]",1,"[17527, 36377, 3507, 31562, 34406, 9699, 36912, 19870, 21691, 33605, 16520, 22015, 10221, 2890, 37559]",[],"[17527, 36377, 3507, 31562, 34406, 9699, 36912, 19870, 21691, 33605, 16520, 22015, 10221, 2890, 37559]"
67864,[],"[29815, 8824, 13378, 11206, 24079]",1,[],[],[]
20106,[],"[37197, 37153, 3271, 1931, 29030]",1,"[3026, 36828, 32551, 16756, 5159, 17602, 22996, 21498, 36969, 3378, 8460, 5010, 27856, 17152, 2875, 14577, 7531, 16764, 5676, 22539, 22187, 5612, 9131, 32881, 3023]",[],"[3026, 36828, 32551, 16756, 5159, 17602, 22996, 21498, 36969, 3378, 8460, 5010, 27856, 17152, 2875, 14577, 7531, 16764, 5676, 22539, 22187, 5612, 9131, 32881, 3023]"
25299,[],"[8945, 17937, 8142, 26744, 33191, 13724, 2213, 7476, 21841, 17855, 5627, 31072, 7110, 13182, 35669]",1,"[29952, 35669, 7400, 8744, 25751, 28543, 35593, 8945, 14872, 33745, 25467, 17189, 2213, 31186, 30628, 17937]",[],"[29952, 35669, 7400, 8744, 25751, 28543, 35593, 8945, 14872, 33745, 25467, 17189, 2213, 31186, 30628, 17937]"
17434,"[25815, 7224, 27437, 1470]",[],0,[],[],[]
21949,[],"[25580, 657, 26218, 20179, 31757]",1,[],[],[]
41471,[],"[3895, 18596, 15673, 20341, 21308]",1,"[22792, 25749, 20158, 34111, 23061, 19412, 3149, 34594, 24823, 9774, 27339, 5528, 24529, 34411, 27273, 34528, 36407, 31643, 27518, 6769, 31014, 6646, 12357, 15727, 35893, 9591, 13393, 5840, 21161, 968, 37040, 24026, 15770, 20676, 32149, 36387]",[],"[22792, 25749, 20158, 34111, 23061, 19412, 3149, 34594, 24823, 9774, 27339, 5528, 24529, 34411, 27273, 34528, 36407, 31643, 27518, 6769, 31014, 6646, 12357, 15727, 35893, 9591, 13393, 5840, 21161, 968, 37040, 24026, 15770, 20676, 32149, 36387]"
18610,"[35507, 16860]",[],0,[],[],[]
70655,[],"[25867, 31214, 9053, 19613, 8872]",1,"[9938, 14553, 20685, 3510, 11981, 20238, 4665, 13020, 2278, 30904, 10178, 27321, 28287, 30520, 2126, 30080, 36702]",[],"[9938, 14553, 20685, 3510, 11981, 20238, 4665, 13020, 2278, 30904, 10178, 27321, 28287, 30520, 2126, 30080, 36702]"
90310,[],"[4183, 6619, 30050, 22870]",1,[],[],[]
78556,[],"[5847, 32444, 1775, 27129, 8159, 15599, 13688]",1,[],[],[]
46841,[],"[11905, 32555, 26324, 13823, 1962, 18521]",1,[],[],[]
53811,[],"[9888, 11135, 37125, 5944, 15706, 23380, 25338, 27868, 9939, 22070, 9461]",1,"[24556, 33582, 13805, 16707, 23391, 21528, 35262, 5228, 13188, 34647, 20470, 5162, 3589, 28718, 2714, 9162, 26494, 15587, 16915, 26171, 6168, 33895, 17266, 8176, 21654, 8098, 32346, 2454, 1438, 37112, 32885, 24322, 21654, 9162, 23033, 28493, 26494, 32346, 25614, 35797, 5696, 4731, 32885, 2714, 31072, 22499, 8176, 32658, 10461, 19859, 30095, 5430, 18831, 20470, 34647, 22206, 5162, 3059, 23141, 26991, 17266, 36566, 12738, 8649, 9204, 30471, 4715, 2054, 21742, 15148, 20703, 30163, 17525, 7461, 13524, 33582, 5696, 2511, 32924, 35230, 4731, 22206, 15587, 36904, 6168, 27149, 22499, 24136, 31398, 35797, 3059, 24322, 2082, 11168, 17974, 9062, 13761, 30775, 19982, 1050, 27124, 9631, 30137, 30217, 19028, 35203, 6114, 33011, 20398, 33637, 16662, 14196, 15975, 19494, 35638, 10363, 12318, 143, 17062, 17494, 9328, 27187, 25249]",[],"[24556, 33582, 13805, 16707, 23391, 21528, 35262, 5228, 13188, 34647, 20470, 5162, 3589, 28718, 2714, 9162, 26494, 15587, 16915, 26171, 6168, 33895, 17266, 8176, 21654, 8098, 32346, 2454, 1438, 37112, 32885, 24322, 21654, 9162, 23033, 28493, 26494, 32346, 25614, 35797, 5696, 4731, 32885, 2714, 31072, 22499, 8176, 32658, 10461, 19859, 30095, 5430, 18831, 20470, 34647, 22206, 5162, 3059, 23141, 26991, 17266, 36566, 12738, 8649, 9204, 30471, 4715, 2054, 21742, 15148, 20703, 30163, 17525, 7461, 13524, 33582, 5696, 2511, 32924, 35230, 4731, 22206, 15587, 36904, 6168, 27149, 22499, 24136, 31398, 35797, 3059, 24322, 2082, 11168, 17974, 9062, 13761, 30775, 19982, 1050, 27124, 9631, 30137, 30217, 19028, 35203, 6114, 33011, 20398, 33637, 16662, 14196, 15975, 19494, 35638, 10363, 12318, 143, 17062, 17494, 9328, 27187, 25249]"
78745,[],"[7161, 7838, 32494, 31214, 15516]",1,[],[],[]
18988,"[36970, 22786]",[],0,[],[],[]
7069,"[31926, 3199, 20207, 3604, 28802]",[],0,[],[],[]
64748,[],"[8290, 5961, 6212, 29261, 34515, 19933]",1,"[14023, 8447, 17278, 13843, 7690, 12012, 3501, 19115, 447, 29575, 2469, 22515, 13960, 31111, 8587, 3327, 11253, 9072, 28310, 9642, 19933, 18489, 36051, 24051, 31195, 3594, 30000, 5961, 7137, 21156, 3205, 9222, 17233, 13797, 25669, 14338, 4862, 9147, 14313, 32815, 31776, 24519, 17449, 6249, 1024, 3260, 32139, 14864, 30967, 3383, 18593, 34994, 2001, 21329, 26544, 21689, 6411, 19184, 21226]",[],"[14023, 8447, 17278, 13843, 7690, 12012, 3501, 19115, 447, 29575, 2469, 22515, 13960, 31111, 8587, 3327, 11253, 9072, 28310, 9642, 19933, 18489, 36051, 24051, 31195, 3594, 30000, 5961, 7137, 21156, 3205, 9222, 17233, 13797, 25669, 14338, 4862, 9147, 14313, 32815, 31776, 24519, 17449, 6249, 1024, 3260, 32139, 14864, 30967, 3383, 18593, 34994, 2001, 21329, 26544, 21689, 6411, 19184, 21226]"
10637,"[14448, 28435, 10436, 4288, 23518]",[],0,"[8425, 1168, 21190]","[8425, 1168, 21190]",[]
18135,"[27437, 24576, 22437]",[],0,[],[],[]
10576,"[23907, 32842, 3048, 1669]",[],0,[],[],[]
70072,[],"[23428, 5185, 34973, 31188, 17525, 1775, 14214]",1,"[15981, 8412, 22555, 4313, 10607, 18525, 28752, 5267, 24402, 27841, 19740, 13681, 11752, 32774, 2859, 3657, 3366, 15392, 12068, 13639, 15669, 18718, 12530, 9503, 13831, 2871, 31188, 11319, 20023, 15392, 3366, 12068, 37583, 13639, 6602, 18718, 16502, 31151, 9503, 32491, 2871, 13831, 34973, 11319]",[],"[15981, 8412, 22555, 4313, 10607, 18525, 28752, 5267, 24402, 27841, 19740, 13681, 11752, 32774, 2859, 3657, 3366, 15392, 12068, 13639, 15669, 18718, 12530, 9503, 13831, 2871, 31188, 11319, 20023, 15392, 3366, 12068, 37583, 13639, 6602, 18718, 16502, 31151, 9503, 32491, 2871, 13831, 34973, 11319]"
8952,"[14630, 32052, 412, 22380]",[],0,[],[],[]
2701,"[25238, 6778, 14333]",[],0,[],[],[]
57844,[],"[27590, 16682, 1012, 8885, 33795]",1,[],[],[]
28309,[],"[7658, 18906]",1,"[13524, 33582, 32346, 31398, 35797, 5696, 4731, 2511, 7088, 6168, 2714, 27149, 22499]",[],"[13524, 33582, 32346, 31398, 35797, 5696, 4731, 2511, 7088, 6168, 2714, 27149, 22499]"
82722,[],"[15710, 13471, 30354, 35110, 28710]",1,"[24556, 33582, 30095, 18173, 16707, 37125, 3820, 32658, 35230, 21591, 20470, 4656, 20143, 2714, 28718, 12925, 23366, 31141, 26494, 36904, 25088, 1994, 18548, 26991, 29361, 8176, 31910, 17495, 32885, 5228]",[],"[24556, 33582, 30095, 18173, 16707, 37125, 3820, 32658, 35230, 21591, 20470, 4656, 20143, 2714, 28718, 12925, 23366, 31141, 26494, 36904, 25088, 1994, 18548, 26991, 29361, 8176, 31910, 17495, 32885, 5228]"
17517,"[22808, 6222, 34575, 11431, 15768, 14541]",[],0,[],[],[]
92755,[],"[10221, 30851, 24928, 22555]",1,[],[],[]
17604,"[35915, 1470, 14772, 32324]",[],0,"[378, 9501, 26565, 6778, 23869, 21641, 20941, 9703, 3944, 17965, 2797, 4227, 11191, 28097, 18419, 22100, 23265, 35973, 8101, 1203, 37684, 36588, 32077, 30206, 21517, 14840]","[378, 9501, 26565, 6778, 23869, 21641, 20941, 9703, 3944, 17965, 2797, 4227, 11191, 28097, 18419, 22100, 23265, 35973, 8101, 1203, 37684, 36588, 32077, 30206, 21517, 14840]",[]
26709,[],"[16968, 27447, 34128, 30000, 19176, 14754, 35802, 17004, 21597, 4567, 27885, 25213]",1,"[16968, 13410, 2137, 1571, 5242, 29585, 7523, 23442, 36476, 34378, 1650, 28098, 23850, 29648, 34393, 35719, 2657, 36060, 20855, 36208, 9189, 13484, 30486, 16857, 386, 12515, 24223, 34040, 11955, 34594, 9244, 33878, 34803, 27339, 19644, 28528, 27700, 11801, 12964, 29685, 30001, 11193, 19589, 33118, 18308, 32723, 25598, 31449]",[],"[16968, 13410, 2137, 1571, 5242, 29585, 7523, 23442, 36476, 34378, 1650, 28098, 23850, 29648, 34393, 35719, 2657, 36060, 20855, 36208, 9189, 13484, 30486, 16857, 386, 12515, 24223, 34040, 11955, 34594, 9244, 33878, 34803, 27339, 19644, 28528, 27700, 11801, 12964, 29685, 30001, 11193, 19589, 33118, 18308, 32723, 25598, 31449]"
16657,"[34866, 8429]",[],0,[],[],[]
82192,[],"[2142, 33325, 4016, 36974, 36830, 30655, 20456]",1,[],[],[]
30271,[],"[34356, 36990, 419, 34656, 27906, 7409, 30096, 3423, 1417]",1,"[14023, 1710, 10873, 12012, 27925, 7046, 30660, 29577, 16533, 26276, 28310, 10478, 22765, 7876, 24051, 141, 36974, 11376, 23772, 29295, 19364, 5961, 33325, 21156, 8506, 9760, 9761, 20926, 14099, 22444, 21170, 6009, 3070, 25971, 5904, 32092, 5461, 4117, 22844, 25506, 26614, 15117, 7425, 4571, 2005, 966, 15856, 23997, 11052, 4099, 4545, 14878, 13495, 5403, 12172, 776, 25679, 5746, 32964, 16040, 29097, 34930, 19254, 11883, 1390, 12868, 29684, 8099, 23051, 27220, 13172, 1964, 35870, 33171, 18655, 1012, 13763, 29696, 17374, 13616, 32555, 28954, 23003, 1463, 11763, 4529, 6751, 17689, 32181, 20982, 5220, 19177, 11890, 24588, 33578, 37504, 36557, 9883, 23196, 28905, 10582, 15753, 17180, 12385, 3621, 17336, 17959, 6155, 19345, 36185, 9740, 21876, 15976, 26589, 7814, 17315, 24208, 30120, 3876, 29076, 36241, 36139, 10338, 24391]",[],"[14023, 1710, 10873, 12012, 27925, 7046, 30660, 29577, 16533, 26276, 28310, 10478, 22765, 7876, 24051, 141, 36974, 11376, 23772, 29295, 19364, 5961, 33325, 21156, 8506, 9760, 9761, 20926, 14099, 22444, 21170, 6009, 3070, 25971, 5904, 32092, 5461, 4117, 22844, 25506, 26614, 15117, 7425, 4571, 2005, 966, 15856, 23997, 11052, 4099, 4545, 14878, 13495, 5403, 12172, 776, 25679, 5746, 32964, 16040, 29097, 34930, 19254, 11883, 1390, 12868, 29684, 8099, 23051, 27220, 13172, 1964, 35870, 33171, 18655, 1012, 13763, 29696, 17374, 13616, 32555, 28954, 23003, 1463, 11763, 4529, 6751, 17689, 32181, 20982, 5220, 19177, 11890, 24588, 33578, 37504, 36557, 9883, 23196, 28905, 10582, 15753, 17180, 12385, 3621, 17336, 17959, 6155, 19345, 36185, 9740, 21876, 15976, 26589, 7814, 17315, 24208, 30120, 3876, 29076, 36241, 36139, 10338, 24391]"
54993,[],"[35488, 4499, 31173, 16896, 26611]",1,[],[],[]
23314,[],"[14911, 32122, 25819, 28324, 22923, 2218, 16008, 817]",1,"[31099, 17974, 16974, 1050, 32698, 27371, 27124, 9631, 14982, 30137, 28341, 33141, 8225, 14082, 34449, 16091, 14196, 19494, 35638, 10363, 2492, 17062, 3280, 9328]",[],"[31099, 17974, 16974, 1050, 32698, 27371, 27124, 9631, 14982, 30137, 28341, 33141, 8225, 14082, 34449, 16091, 14196, 19494, 35638, 10363, 2492, 17062, 3280, 9328]"
17690,"[11431, 36247, 19105, 17456, 30969]",[],0,[],[],[]
17520,"[8632, 11431, 22945, 28805, 31397, 961]",[],0,[],[],[]
79706,[],"[12012, 11376, 25428, 25351, 13732]",1,"[8422, 1507]",[],"[8422, 1507]"
16785,"[9646, 34575, 18240]",[],0,[],[],[]
18352,"[17832, 22448, 21827, 11819]",[],0,[],[],[]
16182,"[27305, 6502, 37144, 7239, 26830, 23057, 16331]",[],0,[],[],[]
17302,"[29809, 34675]",[],0,[],[],[]
58729,[],"[5047, 33913, 3538, 34424]",1,[],[],[]
7859,"[31038, 9748]",[],0,[],[],[]
70510,[],"[31289, 29366, 33943, 5621, 18100]",1,"[18567, 23033, 19973, 31452, 10011, 21579, 7111, 28339, 11170, 15214, 30004, 2810, 3701, 16383, 14602, 18187, 24882, 35490]",[],"[18567, 23033, 19973, 31452, 10011, 21579, 7111, 28339, 11170, 15214, 30004, 2810, 3701, 16383, 14602, 18187, 24882, 35490]"
11431,"[30572, 13475, 14518, 18516, 25733]",[],0,"[4978, 36304, 37298]","[4978, 36304, 37298]",[]
9381,"[2113, 1997, 30583, 17345, 16989, 34675, 27739, 31338, 30431, 14545, 8304]",[],0,[],[],[]
16516,"[34109, 1893, 17518, 3944, 10698]",[],0,"[4929, 2263, 8246, 30944, 35973, 31395, 16285, 12254, 37202, 21770, 36588, 21517, 29879, 11440, 17866, 2367]","[4929, 2263, 8246, 30944, 35973, 31395, 16285, 12254, 37202, 21770, 36588, 21517, 29879, 11440, 17866, 2367]",[]
82943,[],"[7933, 31812, 20866, 15]",1,"[20526, 9998, 17240, 15018, 20712, 5319, 1760, 3122, 36070, 2669, 23321, 32552, 29422, 5367, 35052, 9032, 13316, 10656, 25978, 25272, 4523, 27483, 5498, 29360, 4975, 34611, 29100, 32104, 8262, 25336, 11706, 3020, 32389, 33488]",[],"[20526, 9998, 17240, 15018, 20712, 5319, 1760, 3122, 36070, 2669, 23321, 32552, 29422, 5367, 35052, 9032, 13316, 10656, 25978, 25272, 4523, 27483, 5498, 29360, 4975, 34611, 29100, 32104, 8262, 25336, 11706, 3020, 32389, 33488]"
10973,"[16706, 34954, 22635, 24609, 21114, 9957]",[],0,[],[],[]
18379,"[29439, 4084, 21540, 15693, 28166, 6767, 37680]",[],0,[],[],[]
16072,"[9923, 5960, 35644, 22880, 31980]",[],0,[],[],[]
51741,[],"[33145, 9699, 23470, 10531, 10841, 1477]",1,[],[],[]
85052,[],"[33392, 6948, 1629, 34799, 25994]",1,[],[],[]
48360,[],"[19831, 20357, 13288, 37357, 21309, 28849]",1,[],[],[]
13288,"[8365, 10558, 20270, 12407, 15944, 23314]",[],0,[],[],[]
31864,[],"[3088, 26202, 2991, 12, 21877]",1,"[14673, 7309, 35042, 11054, 3367, 32085, 34874, 10284, 28074, 27846, 32126, 25834, 26641, 6289, 5979, 12, 14778, 35124, 16505, 29164, 14926, 17094, 26770, 16951, 21325, 16315, 11928, 32562, 27781, 5308, 16281, 12163, 37081, 29371, 33491, 33688, 35398, 14673, 7309, 11054, 15081, 34553, 7313, 34874, 37551, 13851, 6289, 4387, 16505, 21207, 29164, 7478, 36007, 14926, 4590, 26770, 16951, 16315, 14929, 4359, 17094, 4174, 4050, 23261, 5308, 33324, 13519, 5021, 17232, 29371, 33491]",[],"[14673, 7309, 35042, 11054, 3367, 32085, 34874, 10284, 28074, 27846, 32126, 25834, 26641, 6289, 5979, 12, 14778, 35124, 16505, 29164, 14926, 17094, 26770, 16951, 21325, 16315, 11928, 32562, 27781, 5308, 16281, 12163, 37081, 29371, 33491, 33688, 35398, 14673, 7309, 11054, 15081, 34553, 7313, 34874, 37551, 13851, 6289, 4387, 16505, 21207, 29164, 7478, 36007, 14926, 4590, 26770, 16951, 16315, 14929, 4359, 17094, 4174, 4050, 23261, 5308, 33324, 13519, 5021, 17232, 29371, 33491]"
34324,[],"[17869, 2309, 26274, 18440, 17004, 9476]",1,[],[],[]
36117,[],"[33849, 7613, 28671, 35754, 35106]",1,[],[],[]
17832,"[33671, 30112, 32516, 26647, 32078]",[],0,[],[],[]
15192,"[15610, 18735, 4191]",[],0,[],[],[]
92862,[],"[19143, 7160, 36545, 26491]",1,[],[],[]
17141,"[37098, 24, 31765, 4841, 25426, 12390]",[],0,[],[],[]
13499,"[34939, 17318, 10786, 2263, 3944, 33935]",[],0,[],[],[]
7572,"[35151, 23565]",[],0,[],[],[]
42226,[],"[2685, 10365, 3738, 33317, 22477, 19260, 11914, 23341, 18621]",1,"[4254, 18762, 21957, 26124, 21869, 9506, 7967, 11803, 31256, 575, 10899, 23563, 5547, 26860, 36395, 19674, 30027, 8592, 15873, 8522, 14888, 20358, 24409, 16124, 17686, 21216, 1781, 33289, 13639, 28588, 13368, 22033, 2342, 13684, 31523]",[],"[4254, 18762, 21957, 26124, 21869, 9506, 7967, 11803, 31256, 575, 10899, 23563, 5547, 26860, 36395, 19674, 30027, 8592, 15873, 8522, 14888, 20358, 24409, 16124, 17686, 21216, 1781, 33289, 13639, 28588, 13368, 22033, 2342, 13684, 31523]"
13493,"[10558, 16989, 30112]",[],0,[],[],[]
7789,"[36726, 4515, 15499, 7611, 6457, 23869, 20832, 35973]",[],0,"[24132, 7171, 8246, 31395, 31192, 29212, 12254, 33010, 22545, 10960]","[24132, 7171, 8246, 31395, 31192, 29212, 12254, 33010, 22545, 10960]",[]
52350,[],"[20382, 25691, 36816, 15093]",1,[],[],[]
50070,[],"[14072, 23041, 6042, 16565, 31214, 34887]",1,[],[],[]
21056,[],"[18865, 29828, 14086, 33007, 29975]",1,[],[],[]
